151.04318,103.814835,34.041904
2639.0234,116.597275,39.908157
2280.1907,121.08081,39.93156
2438.8533,121.08016,39.931004
292.0,118.603775,5.754932
381.84906,118.65094,5.8931813
471.15094,118.65094,5.8931813
561.0,118.603775,5.754932
650.5,118.5,5.700877
740.0566,118.40566,5.912734
829.8972,118.37383,5.946888
941.5,118.5,5.700877
1031.0377,118.5,5.839567
1120.6,118.5,5.780119
1210.4,118.5,5.780119
1300.0374,118.35514,5.8881083
1389.8585,118.245285,5.842696
1479.0935,118.27103,5.896889
1591.5,118.5,5.700877
1681.0,118.5,5.59017
1770.5,118.5,5.700877
1860.0747,118.54205,5.939799
1949.9626,118.35514,5.8881083
2039.5504,118.38532,5.8224306
2129.047,118.30189,5.8422174
2639.0295,236.18893,39.91063
131.13461,292.1346,5.7877274
287.1346,292.1346,5.7877274
443.0,292.15237,5.765606
599.0,292.15237,5.765606
754.86536,292.1346,5.7877436
910.86536,292.1346,5.7877436
1066.4056,292.0566,5.912697
1222.4056,292.0566,5.912697
1378.4056,292.0566,5.912697
1534.5,292.03775,5.839557
1690.1346,292.1346,5.7877436
1846.1346,292.1346,5.7877436
2001.9143,292.1619,5.8436284
2157.953,292.12265,5.855081
2313.5942,292.0566,5.912788
2469.729,292.09344,5.8969226
2639.0889,355.8896,39.915466
2639.0327,475.55942,39.92471
